"","run_id","stress","stable","block_no","block","trial_no","b1","b2","b3","b4","resp","advantageous","switch"
"1",26,"no","no","b04","1",1,-10,13,44,-21,1,0,NA
"2",26,"no","no","b04","1",2,11,11,26,-14,1,0,0
"3",26,"no","no","b04","1",3,0,2,20,0,2,0,1
"4",26,"no","no","b04","1",4,3,14,-4,-22,2,1,0
"5",26,"no","no","b04","1",5,21,20,9,-46,3,0,1
"6",26,"no","no","b04","1",6,50,35,26,-66,3,0,0
"7",26,"no","no","b04","1",7,40,26,7,-80,2,0,1
"8",26,"no","no","b04","1",8,34,11,14,-80,4,0,1
"9",26,"no","no","b04","1",9,52,27,5,-80,4,0,0
"10",26,"no","no","b04","1",10,46,35,23,-80,4,0,0
"11",26,"no","no","b04","1",11,2,31,2,-57,2,1,1
"12",26,"no","no","b04","1",12,-16,38,24,-80,2,1,0
"13",26,"no","no","b04","1",13,10,37,37,-76,3,0,1
"14",26,"no","no","b04","1",14,-3,34,45,-53,1,0,1
"15",26,"no","no","b04","1",15,-18,35,73,-51,1,0,0
"16",26,"no","no","b04","1",16,-7,34,29,-59,2,1,1
"17",26,"no","no","b04","1",17,-26,37,23,-69,2,1,0
"18",26,"no","no","b04","1",18,-33,42,7,-53,2,1,0
"19",26,"no","no","b04","1",19,-57,27,-18,-40,3,0,1
"20",26,"no","no","b04","1",20,-66,57,-5,-15,2,1,1
"21",26,"no","no","b04","1",21,-80,56,7,-22,2,1,0
"22",26,"no","no","b04","1",22,-74,69,13,-56,2,1,0
"23",26,"no","no","b04","1",23,-48,80,-1,-64,2,1,0
"24",26,"no","no","b04","1",24,-56,58,-3,-80,2,1,0
"25",26,"no","no","b04","1",25,-15,44,39,-80,2,1,0
"26",26,"no","no","b04","1",26,-29,53,-8,-80,0,0,1
"27",26,"no","no","b04","1",27,-26,26,-27,-50,2,1,1
"28",26,"no","no","b04","1",28,-16,19,-32,-50,2,1,0
"29",26,"no","no","b04","1",29,-2,31,-24,-59,3,0,1
"30",26,"no","no","b04","1",30,4,21,-7,-79,2,1,1
"31",26,"no","no","b04","1",31,36,6,-3,-78,2,0,0
"32",26,"no","no","b04","1",32,30,-13,2,-66,2,0,0
"33",26,"no","no","b04","1",33,28,18,-16,-56,2,0,0
"34",26,"no","no","b04","1",34,30,-19,-17,-80,2,0,0
"35",26,"no","no","b04","1",35,48,-45,-5,-67,2,0,0
"36",26,"no","no","b04","1",36,46,-35,0,-33,1,1,1
"37",26,"no","no","b04","1",37,77,-27,-6,-2,2,0,1
"38",26,"no","no","b04","1",38,80,-30,3,14,1,1,1
"39",26,"no","no","b04","1",39,47,-18,-12,20,1,1,0
"40",26,"no","no","b04","1",40,70,-41,-36,48,1,1,0
"41",26,"no","no","b04","1",41,67,-14,-47,57,3,0,1
"42",26,"no","no","b04","1",42,42,-25,-45,74,0,0,1
"43",26,"no","no","b04","1",43,23,-48,-25,39,1,0,1
"44",26,"no","no","b04","1",44,17,-61,-52,27,1,0,0
"45",26,"no","no","b04","1",45,16,-75,-52,30,1,0,0
"46",26,"no","no","b04","1",46,5,-48,-56,21,2,0,1
"47",26,"no","no","b04","1",47,23,-51,-65,19,1,1,1
"48",26,"no","no","b04","1",48,-1,-76,-80,24,1,0,0
"49",26,"no","no","b04","1",49,19,-52,-59,30,1,0,0
"50",26,"no","no","b04","1",50,34,-60,-31,27,1,1,0
"51",26,"yes","no","b03","2",1,-20,27,-26,37,1,0,NA
"52",26,"yes","no","b03","2",2,-33,41,-14,54,2,0,1
"53",26,"yes","no","b03","2",3,-43,45,-25,40,2,1,0
"54",26,"yes","no","b03","2",4,-76,47,-7,33,2,1,0
"55",26,"yes","no","b03","2",5,-73,32,23,11,2,1,0
"56",26,"yes","no","b03","2",6,-68,16,14,3,2,1,0
"57",26,"yes","no","b03","2",7,-64,39,14,7,4,0,1
"58",26,"yes","no","b03","2",8,-58,32,38,-4,0,0,1
"59",26,"yes","no","b03","2",9,-46,17,32,-21,4,0,1
"60",26,"yes","no","b03","2",10,-9,7,42,-14,2,0,1
"61",26,"yes","no","b03","2",11,-31,16,55,-25,3,1,1
"62",26,"yes","no","b03","2",12,-43,16,70,-24,3,1,0
"63",26,"yes","no","b03","2",13,-21,10,53,-38,3,1,0
"64",26,"yes","no","b03","2",14,10,-18,30,-13,3,1,0
"65",26,"yes","no","b03","2",15,21,5,22,7,3,1,0
"66",26,"yes","no","b03","2",16,-2,3,17,12,3,1,0
"67",26,"yes","no","b03","2",17,-38,-3,25,1,3,1,0
"68",26,"yes","no","b03","2",18,-43,-12,20,2,3,1,0
"69",26,"yes","no","b03","2",19,-67,-7,23,20,2,0,1
"70",26,"yes","no","b03","2",20,-71,-4,14,35,3,0,1
"71",26,"yes","no","b03","2",21,-76,11,31,42,3,0,0
"72",26,"yes","no","b03","2",22,-67,9,0,34,3,0,0
"73",26,"yes","no","b03","2",23,-75,52,6,19,0,0,1
"74",26,"yes","no","b03","2",24,-57,51,1,17,3,0,1
"75",26,"yes","no","b03","2",25,-57,26,-7,29,3,0,0
"76",26,"yes","no","b03","2",26,-60,20,-11,9,2,1,1
"77",26,"yes","no","b03","2",27,-71,3,-12,-34,2,1,0
"78",26,"yes","no","b03","2",28,-75,16,-30,-39,2,1,0
"79",26,"yes","no","b03","2",29,-52,28,-12,-26,3,0,1
"80",26,"yes","no","b03","2",30,-57,27,-27,-42,1,0,1
"81",26,"yes","no","b03","2",31,-54,39,-40,-14,2,1,1
"82",26,"yes","no","b03","2",32,-17,64,-57,-1,2,1,0
"83",26,"yes","no","b03","2",33,-10,33,-64,21,2,1,0
"84",26,"yes","no","b03","2",34,17,51,-51,3,2,1,0
"85",26,"yes","no","b03","2",35,-1,45,-70,41,2,1,0
"86",26,"yes","no","b03","2",36,23,17,-51,40,2,0,0
"87",26,"yes","no","b03","2",37,3,20,-45,52,2,0,0
"88",26,"yes","no","b03","2",38,24,-2,-15,50,2,0,0
"89",26,"yes","no","b03","2",39,24,15,-11,26,2,0,0
"90",26,"yes","no","b03","2",40,27,21,-3,23,2,0,0
"91",26,"yes","no","b03","2",41,40,11,10,15,3,0,1
"92",26,"yes","no","b03","2",42,36,-10,32,3,3,0,0
"93",26,"yes","no","b03","2",43,35,-1,40,22,3,1,0
"94",26,"yes","no","b03","2",44,25,33,55,-16,3,1,0
"95",26,"yes","no","b03","2",45,21,66,39,-19,3,0,0
"96",26,"yes","no","b03","2",46,4,66,-7,-15,2,1,1
"97",26,"yes","no","b03","2",47,13,70,-25,-3,2,1,0
"98",26,"yes","no","b03","2",48,10,61,-27,5,2,1,0
"99",26,"yes","no","b03","2",49,10,69,-13,13,3,0,1
"100",26,"yes","no","b03","2",50,49,80,-4,7,3,0,0
"101",26,"no","yes","b12","3",1,8,-28,36,-15,1,0,NA
"102",26,"no","yes","b12","3",2,6,-31,32,-9,1,0,0
"103",26,"no","yes","b12","3",3,5,-36,28,-8,1,0,0
"104",26,"no","yes","b12","3",4,19,-47,29,-10,2,0,1
"105",26,"no","yes","b12","3",5,14,-42,19,-18,4,0,1
"106",26,"no","yes","b12","3",6,6,-47,21,-19,0,0,1
"107",26,"no","yes","b12","3",7,6,-33,12,-16,3,1,1
"108",26,"no","yes","b12","3",8,9,-40,24,-16,3,1,0
"109",26,"no","yes","b12","3",9,4,-44,10,-12,3,1,0
"110",26,"no","yes","b12","3",10,12,-39,17,-13,3,1,0
"111",26,"no","yes","b12","3",11,7,-41,18,-17,3,1,0
"112",26,"no","yes","b12","3",12,12,-29,20,-23,3,1,0
"113",26,"no","yes","b12","3",13,8,-19,18,-19,3,1,0
"114",26,"no","yes","b12","3",14,11,-37,7,-32,3,0,0
"115",26,"no","yes","b12","3",15,2,-35,11,-18,3,1,0
"116",26,"no","yes","b12","3",16,5,-36,1,-26,3,0,0
"117",26,"no","yes","b12","3",17,5,-28,16,-29,1,0,1
"118",26,"no","yes","b12","3",18,6,-31,13,-25,3,1,1
"119",26,"no","yes","b12","3",19,5,-30,9,-19,4,0,1
"120",26,"no","yes","b12","3",20,4,-26,22,-22,1,0,1
"121",26,"no","yes","b12","3",21,2,-28,14,-25,3,1,1
"122",26,"no","yes","b12","3",22,0,-35,23,-22,3,1,0
"123",26,"no","yes","b12","3",23,-2,-20,24,-27,3,1,0
"124",26,"no","yes","b12","3",24,1,-22,9,-29,3,1,0
"125",26,"no","yes","b12","3",25,1,-27,10,-36,3,1,0
"126",26,"no","yes","b12","3",26,6,-25,12,-35,3,1,0
"127",26,"no","yes","b12","3",27,16,-26,7,-38,3,0,0
"128",26,"no","yes","b12","3",28,18,-16,-1,-38,3,0,0
"129",26,"no","yes","b12","3",29,9,-17,-5,-41,1,1,1
"130",26,"no","yes","b12","3",30,22,-14,-13,-45,1,1,0
"131",26,"no","yes","b12","3",31,18,-13,-19,-47,1,1,0
"132",26,"no","yes","b12","3",32,22,-12,-18,-34,1,1,0
"133",26,"no","yes","b12","3",33,17,-15,-23,-31,3,0,1
"134",26,"no","yes","b12","3",34,14,-2,-22,-36,1,1,1
"135",26,"no","yes","b12","3",35,19,-1,-18,-29,1,1,0
"136",26,"no","yes","b12","3",36,8,-12,-18,-27,1,1,0
"137",26,"no","yes","b12","3",37,3,-8,-28,-32,1,1,0
"138",26,"no","yes","b12","3",38,6,-9,-30,-38,1,1,0
"139",26,"no","yes","b12","3",39,10,-8,-20,-42,1,1,0
"140",26,"no","yes","b12","3",40,16,-2,-21,-47,1,1,0
"141",26,"no","yes","b12","3",41,12,-4,-17,-43,1,1,0
"142",26,"no","yes","b12","3",42,2,-12,-17,-62,3,0,1
"143",26,"no","yes","b12","3",43,-2,-10,-14,-44,4,0,1
"144",26,"no","yes","b12","3",44,-1,-23,-18,-57,2,0,1
"145",26,"no","yes","b12","3",45,-11,-12,-19,-51,1,1,1
"146",26,"no","yes","b12","3",46,-5,-10,-18,-48,1,1,0
"147",26,"no","yes","b12","3",47,-19,-2,-24,-47,1,0,0
"148",26,"no","yes","b12","3",48,-16,1,-22,-31,1,0,0
"149",26,"no","yes","b12","3",49,-24,-3,-21,-43,2,1,1
"150",26,"no","yes","b12","3",50,-18,-5,-25,-47,2,1,0
"151",26,"yes","yes","b11","4",1,10,-42,32,-10,4,0,NA
"152",26,"yes","yes","b11","4",2,14,-35,27,-8,1,0,1
"153",26,"yes","yes","b11","4",3,4,-34,25,-4,3,1,1
"154",26,"yes","yes","b11","4",4,2,-37,19,-15,3,1,0
"155",26,"yes","yes","b11","4",5,6,-32,17,-14,2,0,1
"156",26,"yes","yes","b11","4",6,15,-33,19,-11,3,1,1
"157",26,"yes","yes","b11","4",7,6,-36,20,0,1,0,1
"158",26,"yes","yes","b11","4",8,10,-33,24,-6,3,1,1
"159",26,"yes","yes","b11","4",9,1,-29,22,-8,1,0,1
"160",26,"yes","yes","b11","4",10,6,-32,19,-6,0,0,1
"161",26,"yes","yes","b11","4",11,3,-26,19,2,3,1,1
"162",26,"yes","yes","b11","4",12,0,-37,21,7,3,1,0
"163",26,"yes","yes","b11","4",13,-1,-23,21,1,3,1,0
"164",26,"yes","yes","b11","4",14,-8,-23,10,2,3,1,0
"165",26,"yes","yes","b11","4",15,5,-27,18,12,3,1,0
"166",26,"yes","yes","b11","4",16,-3,-19,20,12,3,1,0
"167",26,"yes","yes","b11","4",17,-11,-27,13,1,3,1,0
"168",26,"yes","yes","b11","4",18,3,-27,10,-7,1,0,1
"169",26,"yes","yes","b11","4",19,-3,-17,10,-2,3,1,1
"170",26,"yes","yes","b11","4",20,-14,-20,-4,-7,4,0,1
"171",26,"yes","yes","b11","4",21,-19,-28,8,-9,3,1,1
"172",26,"yes","yes","b11","4",22,-8,-28,2,-1,3,1,0
"173",26,"yes","yes","b11","4",23,-10,-27,-9,-10,3,1,0
"174",26,"yes","yes","b11","4",24,-15,-26,-11,-12,1,0,1
"175",26,"yes","yes","b11","4",25,-5,-14,-10,-6,0,0,1
"176",26,"yes","yes","b11","4",26,-3,-19,-14,-6,2,0,1
"177",26,"yes","yes","b11","4",27,2,-15,-3,-9,4,0,1
"178",26,"yes","yes","b11","4",28,1,-11,-5,-2,4,0,0
"179",26,"yes","yes","b11","4",29,1,-14,-5,-6,3,0,1
"180",26,"yes","yes","b11","4",30,1,-21,-9,-1,1,1,1
"181",26,"yes","yes","b11","4",31,-7,-18,1,1,3,1,1
"182",26,"yes","yes","b11","4",32,-1,-19,5,-4,3,1,0
"183",26,"yes","yes","b11","4",33,-13,-25,0,8,3,0,0
"184",26,"yes","yes","b11","4",34,-22,-26,7,13,1,0,1
"185",26,"yes","yes","b11","4",35,-14,-20,-1,19,3,0,1
"186",26,"yes","yes","b11","4",36,-15,-18,4,19,4,1,1
"187",26,"yes","yes","b11","4",37,-12,-23,14,16,4,1,0
"188",26,"yes","yes","b11","4",38,-3,-3,0,11,4,1,0
"189",26,"yes","yes","b11","4",39,-17,-18,6,8,4,1,0
"190",26,"yes","yes","b11","4",40,-16,-18,5,11,4,1,0
"191",26,"yes","yes","b11","4",41,-15,-21,-2,13,3,0,1
"192",26,"yes","yes","b11","4",42,-19,-20,2,1,3,1,0
"193",26,"yes","yes","b11","4",43,-25,-14,16,-3,3,1,0
"194",26,"yes","yes","b11","4",44,-29,-20,6,-14,3,1,0
"195",26,"yes","yes","b11","4",45,-20,-20,4,-14,1,0,1
"196",26,"yes","yes","b11","4",46,-25,-19,6,1,3,1,1
"197",26,"yes","yes","b11","4",47,-22,-3,-1,-1,4,0,1
"198",26,"yes","yes","b11","4",48,-20,-14,14,4,4,0,0
"199",26,"yes","yes","b11","4",49,-23,-3,-4,11,4,1,0
"200",26,"yes","yes","b11","4",50,-24,-8,-3,12,0,0,1
"201",24,"no","yes","b14","1",1,-19,22,8,-32,2,1,NA
"202",24,"no","yes","b14","1",2,-13,27,9,-25,1,0,1
"203",24,"no","yes","b14","1",3,-19,34,7,-31,1,0,0
"204",24,"no","yes","b14","1",4,-25,48,16,-26,2,1,1
"205",24,"no","yes","b14","1",5,-13,34,21,-30,2,1,0
"206",24,"no","yes","b14","1",6,-20,35,15,-21,2,1,0
"207",24,"no","yes","b14","1",7,-12,34,22,-13,2,1,0
"208",24,"no","yes","b14","1",8,-8,33,19,-25,3,0,1
"209",24,"no","yes","b14","1",9,-4,36,15,-18,2,1,1
"210",24,"no","yes","b14","1",10,-24,29,18,-15,2,1,0
"211",24,"no","yes","b14","1",11,-13,29,18,-13,4,0,1
"212",24,"no","yes","b14","1",12,-20,32,9,-3,3,0,1
"213",24,"no","yes","b14","1",13,-23,37,20,-6,2,1,1
"214",24,"no","yes","b14","1",14,-10,32,9,-4,2,1,0
"215",24,"no","yes","b14","1",15,-19,32,15,-14,2,1,0
"216",24,"no","yes","b14","1",16,-12,29,8,-13,2,1,0
"217",24,"no","yes","b14","1",17,-12,26,12,-9,1,0,1
"218",24,"no","yes","b14","1",18,-17,23,1,-7,2,1,1
"219",24,"no","yes","b14","1",19,-8,17,0,-9,3,0,1
"220",24,"no","yes","b14","1",20,-20,34,5,2,2,1,1
"221",24,"no","yes","b14","1",21,-15,18,6,3,2,1,0
"222",24,"no","yes","b14","1",22,-18,11,-2,10,3,0,1
"223",24,"no","yes","b14","1",23,-19,9,1,21,4,1,1
"224",24,"no","yes","b14","1",24,-13,13,-7,8,4,0,0
"225",24,"no","yes","b14","1",25,-21,9,-1,17,2,0,1
"226",24,"no","yes","b14","1",26,-19,-4,-12,25,2,0,0
"227",24,"no","yes","b14","1",27,-18,1,-5,18,1,0,1
"228",24,"no","yes","b14","1",28,-20,-3,-1,21,4,1,1
"229",24,"no","yes","b14","1",29,-21,-9,1,21,4,1,0
"230",24,"no","yes","b14","1",30,-26,-1,-5,15,4,1,0
"231",24,"no","yes","b14","1",31,-20,5,-25,24,4,1,0
"232",24,"no","yes","b14","1",32,-21,0,-17,15,4,1,0
"233",24,"no","yes","b14","1",33,-23,3,-20,25,4,1,0
"234",24,"no","yes","b14","1",34,-19,-2,-30,18,4,1,0
"235",24,"no","yes","b14","1",35,-23,8,-21,17,4,1,0
"236",24,"no","yes","b14","1",36,-21,5,-26,18,4,1,0
"237",24,"no","yes","b14","1",37,-4,-8,-10,21,4,1,0
"238",24,"no","yes","b14","1",38,-4,-5,-23,23,4,1,0
"239",24,"no","yes","b14","1",39,-5,-5,-10,22,4,1,0
"240",24,"no","yes","b14","1",40,4,-11,-22,12,4,1,0
"241",24,"no","yes","b14","1",41,8,2,-27,12,2,0,1
"242",24,"no","yes","b14","1",42,10,5,-38,0,4,0,1
"243",24,"no","yes","b14","1",43,14,-2,-35,12,2,0,1
"244",24,"no","yes","b14","1",44,15,-3,-32,-3,1,1,1
"245",24,"no","yes","b14","1",45,12,5,-45,7,3,0,1
"246",24,"no","yes","b14","1",46,5,0,-34,8,1,0,1
"247",24,"no","yes","b14","1",47,10,-4,-41,10,4,0,1
"248",24,"no","yes","b14","1",48,11,2,-29,3,4,0,0
"249",24,"no","yes","b14","1",49,8,-13,-27,6,0,0,1
"250",24,"no","yes","b14","1",50,4,-15,-23,2,1,1,1
"251",24,"yes","yes","b13","2",1,31,-4,11,-38,0,0,NA
"252",24,"yes","yes","b13","2",2,33,-9,2,-33,3,0,1
"253",24,"yes","yes","b13","2",3,27,-13,-3,-36,2,0,1
"254",24,"yes","yes","b13","2",4,40,0,-13,-34,4,0,1
"255",24,"yes","yes","b13","2",5,40,-9,-12,-31,1,1,1
"256",24,"yes","yes","b13","2",6,32,-2,-17,-35,1,1,0
"257",24,"yes","yes","b13","2",7,34,-9,-23,-31,1,1,0
"258",24,"yes","yes","b13","2",8,33,-2,-22,-34,1,1,0
"259",24,"yes","yes","b13","2",9,29,-14,-31,-40,1,1,0
"260",24,"yes","yes","b13","2",10,25,-11,-20,-35,1,1,0
"261",24,"yes","yes","b13","2",11,24,-11,-32,-39,1,1,0
"262",24,"yes","yes","b13","2",12,17,-10,-29,-31,1,1,0
"263",24,"yes","yes","b13","2",13,10,-5,-30,-29,1,1,0
"264",24,"yes","yes","b13","2",14,-1,-9,-29,-37,1,1,0
"265",24,"yes","yes","b13","2",15,1,-9,-19,-33,2,0,1
"266",24,"yes","yes","b13","2",16,13,-11,-16,-31,4,0,1
"267",24,"yes","yes","b13","2",17,5,5,-22,-29,3,0,1
"268",24,"yes","yes","b13","2",18,-1,-3,-23,-26,1,1,1
"269",24,"yes","yes","b13","2",19,-9,6,-22,-37,0,0,1
"270",24,"yes","yes","b13","2",20,-2,0,-20,-24,2,1,1
"271",24,"yes","yes","b13","2",21,-6,1,-18,-39,2,1,0
"272",24,"yes","yes","b13","2",22,-17,-1,-6,-38,2,1,0
"273",24,"yes","yes","b13","2",23,-16,-3,-9,-38,1,0,1
"274",24,"yes","yes","b13","2",24,-11,-2,0,-33,4,0,1
"275",24,"yes","yes","b13","2",25,-19,-5,6,-26,3,1,1
"276",24,"yes","yes","b13","2",26,-26,-3,5,-34,3,1,0
"277",24,"yes","yes","b13","2",27,-31,10,-9,-29,3,0,0
"278",24,"yes","yes","b13","2",28,-29,16,-11,-26,2,1,1
"279",24,"yes","yes","b13","2",29,-19,15,-9,-21,2,1,0
"280",24,"yes","yes","b13","2",30,-18,4,-9,-22,2,1,0
"281",24,"yes","yes","b13","2",31,-11,5,-7,-22,2,1,0
"282",24,"yes","yes","b13","2",32,-15,12,-9,-27,2,1,0
"283",24,"yes","yes","b13","2",33,-18,10,-4,-32,2,1,0
"284",24,"yes","yes","b13","2",34,-19,17,-5,-18,2,1,0
"285",24,"yes","yes","b13","2",35,-17,14,4,-23,2,1,0
"286",24,"yes","yes","b13","2",36,-21,1,3,-22,2,0,0
"287",24,"yes","yes","b13","2",37,-15,2,21,-25,4,0,1
"288",24,"yes","yes","b13","2",38,-18,18,3,-19,1,0,1
"289",24,"yes","yes","b13","2",39,-21,14,4,-26,3,0,1
"290",24,"yes","yes","b13","2",40,-19,-2,13,-24,3,1,0
"291",24,"yes","yes","b13","2",41,-15,3,3,-21,3,0,0
"292",24,"yes","yes","b13","2",42,-6,-5,9,-19,3,1,0
"293",24,"yes","yes","b13","2",43,-19,-6,9,-17,3,1,0
"294",24,"yes","yes","b13","2",44,-31,-4,12,-7,3,1,0
"295",24,"yes","yes","b13","2",45,-30,7,12,-8,3,1,0
"296",24,"yes","yes","b13","2",46,-30,-3,20,-15,3,1,0
"297",24,"yes","yes","b13","2",47,-29,-10,13,-23,3,1,0
"298",24,"yes","yes","b13","2",48,-23,-2,6,-15,3,1,0
"299",24,"yes","yes","b13","2",49,-27,-8,3,-18,3,1,0
"300",24,"yes","yes","b13","2",50,-26,-1,9,-13,2,0,1
"301",24,"no","no","b02","3",1,-44,24,14,-15,2,1,NA
"302",24,"no","no","b02","3",2,-37,2,2,-15,2,1,0
"303",24,"no","no","b02","3",3,-34,3,11,-24,4,0,1
"304",24,"no","no","b02","3",4,-22,31,25,-35,3,0,1
"305",24,"no","no","b02","3",5,-33,28,-8,-34,3,0,0
"306",24,"no","no","b02","3",6,-28,30,-10,-21,2,1,1
"307",24,"no","no","b02","3",7,-4,19,-5,-1,2,1,0
"308",24,"no","no","b02","3",8,-19,26,-3,9,2,1,0
"309",24,"no","no","b02","3",9,-31,11,-6,44,2,0,0
"310",24,"no","no","b02","3",10,-18,20,-27,22,2,0,0
"311",24,"no","no","b02","3",11,-19,7,-21,16,2,0,0
"312",24,"no","no","b02","3",12,5,25,-18,51,1,0,1
"313",24,"no","no","b02","3",13,-12,26,-46,43,2,0,1
"314",24,"no","no","b02","3",14,-23,12,-41,46,2,0,0
"315",24,"no","no","b02","3",15,-51,-20,-29,9,2,0,0
"316",24,"no","no","b02","3",16,-40,-49,-52,12,1,0,1
"317",24,"no","no","b02","3",17,-79,-19,-55,0,3,0,1
"318",24,"no","no","b02","3",18,-63,-8,-65,-6,4,1,1
"319",24,"no","no","b02","3",19,-60,-5,-78,-9,2,1,1
"320",24,"no","no","b02","3",20,-42,6,-59,-4,1,0,1
"321",24,"no","no","b02","3",21,-45,14,-57,-19,3,0,1
"322",24,"no","no","b02","3",22,-55,12,-57,-2,2,1,1
"323",24,"no","no","b02","3",23,-80,3,-52,-19,2,1,0
"324",24,"no","no","b02","3",24,-80,5,-56,2,1,0,1
"325",24,"no","no","b02","3",25,-59,16,-54,9,4,0,1
"326",24,"no","no","b02","3",26,-50,-10,-66,-13,4,0,0
"327",24,"no","no","b02","3",27,-64,-38,-79,-1,2,0,1
"328",24,"no","no","b02","3",28,-66,-44,-78,12,3,0,1
"329",24,"no","no","b02","3",29,-64,-41,-77,12,2,0,1
"330",24,"no","no","b02","3",30,-78,-26,-72,-18,4,1,1
"331",24,"no","no","b02","3",31,-80,-4,-59,-22,2,1,1
"332",24,"no","no","b02","3",32,-61,-36,-54,-25,1,0,1
"333",24,"no","no","b02","3",33,-58,-44,-49,-11,0,0,1
"334",24,"no","no","b02","3",34,-41,-57,-64,-13,2,0,1
"335",24,"no","no","b02","3",35,-12,-67,-80,-29,4,0,1
"336",24,"no","no","b02","3",36,-25,-79,-74,-14,4,1,0
"337",24,"no","no","b02","3",37,-24,-75,-68,-26,2,0,1
"338",24,"no","no","b02","3",38,-2,-55,-54,-47,3,0,1
"339",24,"no","no","b02","3",39,-3,-52,-66,-79,3,0,0
"340",24,"no","no","b02","3",40,18,-29,-71,-50,1,1,1
"341",24,"no","no","b02","3",41,0,-24,-70,-31,1,1,0
"342",24,"no","no","b02","3",42,25,-10,-68,-57,1,1,0
"343",24,"no","no","b02","3",43,19,-6,-65,-71,1,1,0
"344",24,"no","no","b02","3",44,30,-4,-80,-67,1,1,0
"345",24,"no","no","b02","3",45,51,-13,-80,-80,1,1,0
"346",24,"no","no","b02","3",46,58,-11,-76,-80,1,1,0
"347",24,"no","no","b02","3",47,50,-11,-62,-77,1,1,0
"348",24,"no","no","b02","3",48,54,-11,-56,-80,1,1,0
"349",24,"no","no","b02","3",49,11,-35,-22,-53,1,1,0
"350",24,"no","no","b02","3",50,13,-36,-43,-69,1,1,0
"351",24,"yes","no","b00","4",1,-2,21,-37,39,0,0,NA
"352",24,"yes","no","b00","4",2,-12,11,-10,26,2,0,1
"353",24,"yes","no","b00","4",3,-13,37,1,50,2,0,0
"354",24,"yes","no","b00","4",4,-13,34,-5,56,2,0,0
"355",24,"yes","no","b00","4",5,3,16,-35,79,2,0,0
"356",24,"yes","no","b00","4",6,-36,36,-25,67,2,0,0
"357",24,"yes","no","b00","4",7,-8,51,-48,50,2,1,0
"358",24,"yes","no","b00","4",8,-13,41,-78,34,2,1,0
"359",24,"yes","no","b00","4",9,-13,47,-72,14,2,1,0
"360",24,"yes","no","b00","4",10,-29,67,-45,33,2,1,0
"361",24,"yes","no","b00","4",11,-24,62,-27,41,2,1,0
"362",24,"yes","no","b00","4",12,-7,61,-35,38,2,1,0
"363",24,"yes","no","b00","4",13,15,40,-32,39,2,1,0
"364",24,"yes","no","b00","4",14,28,29,-26,22,2,1,0
"365",24,"yes","no","b00","4",15,21,30,-43,5,2,1,0
"366",24,"yes","no","b00","4",16,15,-8,-25,15,2,0,0
"367",24,"yes","no","b00","4",17,6,-19,-21,31,4,1,1
"368",24,"yes","no","b00","4",18,5,-8,-35,27,4,1,0
"369",24,"yes","no","b00","4",19,39,31,-22,23,4,0,0
"370",24,"yes","no","b00","4",20,39,27,-2,-4,4,0,0
"371",24,"yes","no","b00","4",21,14,26,18,17,1,0,1
"372",24,"yes","no","b00","4",22,22,16,16,-5,1,1,0
"373",24,"yes","no","b00","4",23,7,24,28,13,1,0,0
"374",24,"yes","no","b00","4",24,7,-2,31,15,1,0,0
"375",24,"yes","no","b00","4",25,22,0,22,33,1,0,0
"376",24,"yes","no","b00","4",26,18,14,-6,35,1,0,0
"377",24,"yes","no","b00","4",27,29,-19,4,56,1,0,0
"378",24,"yes","no","b00","4",28,35,-33,27,65,1,0,0
"379",24,"yes","no","b00","4",29,41,-26,30,78,1,0,0
"380",24,"yes","no","b00","4",30,54,-6,32,59,1,0,0
"381",24,"yes","no","b00","4",31,71,12,27,45,2,0,1
"382",24,"yes","no","b00","4",32,68,-11,46,40,2,0,0
"383",24,"yes","no","b00","4",33,44,-30,51,28,1,0,1
"384",24,"yes","no","b00","4",34,38,-37,74,60,1,0,0
"385",24,"yes","no","b00","4",35,45,-17,79,52,1,0,0
"386",24,"yes","no","b00","4",36,58,-3,71,29,1,0,0
"387",24,"yes","no","b00","4",37,27,20,80,25,1,0,0
"388",24,"yes","no","b00","4",38,32,4,62,26,1,0,0
"389",24,"yes","no","b00","4",39,42,10,80,30,1,0,0
"390",24,"yes","no","b00","4",40,41,-20,74,8,0,0,1
"391",24,"yes","no","b00","4",41,65,-7,80,9,1,0,1
"392",24,"yes","no","b00","4",42,60,-7,70,13,1,0,0
"393",24,"yes","no","b00","4",43,49,-11,77,8,0,0,1
"394",24,"yes","no","b00","4",44,41,-30,77,10,1,0,1
"395",24,"yes","no","b00","4",45,33,-39,77,29,1,0,0
"396",24,"yes","no","b00","4",46,25,-46,70,42,1,0,0
"397",24,"yes","no","b00","4",47,23,-72,53,29,1,0,0
"398",24,"yes","no","b00","4",48,3,-66,75,50,1,0,0
"399",24,"yes","no","b00","4",49,18,-76,62,78,1,0,0
"400",24,"yes","no","b00","4",50,32,-70,52,74,1,0,0
"401",17,"yes","yes","b11","1",1,-42,32,10,-10,2,1,NA
"402",17,"yes","yes","b11","1",2,-35,27,14,-8,4,0,1
"403",17,"yes","yes","b11","1",3,-34,25,4,-4,4,0,0
"404",17,"yes","yes","b11","1",4,-37,19,2,-15,2,1,1
"405",17,"yes","yes","b11","1",5,-32,17,6,-14,2,1,0
"406",17,"yes","yes","b11","1",6,-33,19,15,-11,3,0,1
"407",17,"yes","yes","b11","1",7,-36,20,6,0,2,1,1
